id,shortcut,description,program,device_gram,program_gram
348,Triple Click,Select a paragraph,Apple Numbers,macos,apple_numbers
349,Command + C / Command + X / Command + V,Copy/Cut/Paste,Apple Numbers,macos,apple_numbers
350,Option + Down Arrow,Move to end of paragraph,Apple Numbers,macos,apple_numbers
351,Command + A,Select All,Apple Numbers,macos,apple_numbers
352,Command + Right Arrow,Move to end of line,Apple Numbers,macos,apple_numbers
353,Option + Up Arrow,Move to beginning of paragraph,Apple Numbers,macos,apple_numbers
354,Del forward,Delete next character,Apple Numbers,macos,apple_numbers
355,Ctrl + Command + +,Superscript,Apple Numbers,macos,apple_numbers
356,Ctrl + Command + -,Subscript,Apple Numbers,macos,apple_numbers
357,Command + Left Arrow,Move to beginning of line,Apple Numbers,macos,apple_numbers
358,Option + Right Arrow,Move to end of current/next word,Apple Numbers,macos,apple_numbers
359,Option + Left Arrow,Move to beginning of current/previous word,Apple Numbers,macos,apple_numbers
360,Command + PgUp,Go to previous spreadsheet,Apple Numbers,macos,apple_numbers
361,Left Arrow / Up Arrow,Go to previous sheet if selected in sheets pane,Apple Numbers,macos,apple_numbers
362,Right Arrow / Down Arrow,Go to next sheet if selected in sheets pane,Apple Numbers,macos,apple_numbers
363,Command + PgDn,Go to next spreadsheet,Apple Numbers,macos,apple_numbers
364,Command + B,Bold,Apple Numbers,macos,apple_numbers
365,Command + + / Command + -,Font Zoom in/Zoom out,Apple Numbers,macos,apple_numbers
366,Command + },Align text right,Apple Numbers,macos,apple_numbers
367,Command + Option + |,Align text justify,Apple Numbers,macos,apple_numbers
368,End,Go to end of spreadsheet,Apple Numbers,macos,apple_numbers
369,Home,Go to beginning of spreadsheet,Apple Numbers,macos,apple_numbers
370,Option + PgUp,Scroll one screen left,Apple Numbers,macos,apple_numbers
371,Option + PgDn,Scroll one screen right,Apple Numbers,macos,apple_numbers
372,Command + {,Align text left,Apple Numbers,macos,apple_numbers
373,PgUp,Scroll one screen up,Apple Numbers,macos,apple_numbers
374,PgDn,Scroll one screen down,Apple Numbers,macos,apple_numbers
375,Command + H,Hide numbers,Apple Numbers,macos,apple_numbers
376,Command + Shift + C,Show colors window,Apple Numbers,macos,apple_numbers
377,Command + I,Italic,Apple Numbers,macos,apple_numbers
378,Command + U,Underline,Apple Numbers,macos,apple_numbers
379,Command + Q,Close numbers,Apple Numbers,macos,apple_numbers
380,Command + Option + H,Hide other windows,Apple Numbers,macos,apple_numbers
381,Command + R,Show document rulers,Apple Numbers,macos,apple_numbers
382,Shift + Command + L,Display layout,Apple Numbers,macos,apple_numbers
383,Command + W,Close window,Apple Numbers,macos,apple_numbers
384,Command + ,Show preferences,Apple Numbers,macos,apple_numbers
385,Command + Option + I,Show inspector window,Apple Numbers,macos,apple_numbers
386,Command + M,Minimize window,Apple Numbers,macos,apple_numbers
387,Select a cell  and  Command + A,Select all cell contents,Apple Numbers,macos,apple_numbers
388,Command + Return,Exit text edit mode,Apple Numbers,macos,apple_numbers
389,Ctrl + Click,Open shortcut menu for selected item,Apple Numbers,macos,apple_numbers
390,Command + Shift + M,Mask/Unmask objects,Apple Numbers,macos,apple_numbers
391,Command + Shift + Drag,Rotate 45 degree,Apple Numbers,macos,apple_numbers
392,Option + Drag,Resize from center,Apple Numbers,macos,apple_numbers
393,Command + Drag,Rotate,Apple Numbers,macos,apple_numbers
394,Drag,Resize object,Apple Numbers,macos,apple_numbers
395,Click cell,Select cell,Apple Numbers,macos,apple_numbers
396,Tab,Select next cell,Apple Numbers,macos,apple_numbers
397,Select a border  and  Command + A,Select all cell border,Apple Numbers,macos,apple_numbers
398,Ctrl + N,Create a new item.,1Password,windows,1password
399,Ctrl + 0,Switch to All Vaults.,1Password,windows,1password
400,Ctrl + 1..9,Switch between individual vaults.,1Password,windows,1password
401,Ctrl + M,Minimize window.,1Password,windows,1password
402,Ctrl + W,Close window.,1Password,windows,1password
403,Tab / Shift + Tab,Starting from a selected category in the sidebar the first Tab will change the focus to the search field and the second Tab will change the focus to the item list.,1Password,windows,1password
404,Shift + Tab,Change the focus in the opposite direction.,1Password,windows,1password
405,Ctrl + },Next category,1Password,windows,1password
406,Ctrl + {,Previous category,1Password,windows,1password
407,Ctrl + ,Open 1Password Preferences window.,1Password,windows,1password
408,Command + O,Anchor the currently selected item opening its details in a window.,1Password,macos,1password
409,Command + .,Cancel editing of the current item.,1Password,macos,1password
410,Command + E,Edit the currently selected item.,1Password,macos,1password
411,Command + 0,Switch to All Vaults.,1Password,macos,1password
412,Command + S,Save the item that is being edited.,1Password,macos,1password
413,Esc,Dismiss the 1Password mini pop+up,1Password,macos,1password
414,Option  + Close an anchored mini window,Close all anchored mini windows.,1Password,macos,1password
415,Ctrl + Command + Q,Quit 1Password and 1Password mini,1Password,macos,1password
416,Command + ,Open the 1Password Preferences window.,1Password,macos,1password
417,Shift + Command + C,Copy the password of the currently selected item.,1Password,macos,1password
418,Command + C (with Password Generator open),Copy the generated password.,1Password,macos,1password
419,Return (with Password Generator open),Copy the generated password and fill it into fields on a web page.,1Password,macos,1password
420,Esc,Clear the search field.,1Password,windows,1password
421,Return (while viewing item details),Copy the currently selected detail or open and fill a Login if a website link is selected.,1Password,macos,1password
422,Command + 1..9,Switch between individual vaults.,1Password,macos,1password
423,Left Arrow,Hide item details.,1Password,macos,1password
424,Ctrl + tab,Select the next category in the sidebar.,1Password,windows,1password
425,Right Arrow,Show item details.,1Password,macos,1password
426,Option,If View > Conceal Passwords is enabled in the main app pressing the Option key will temporarily reveal the password.,1Password,macos,1password
427,Up Arrow / Down Arrow,Select previous or next category or item.,1Password,macos,1password
428,Ctrl + Option + Command + F,Show search Options.,1Password,macos,1password
429,Command + F / Option + Command + F,Find item.,1Password,macos,1password
430,Ctrl + F,Find items.,1Password,windows,1password
431,Command + D,Duplicate currently selected item.,1Password,macos,1password
432,Ctrl + Click / Tab,Expand the highlighted Login Identity or Credit Card item in the extension menu. Click on a field to copy its value to the clipboard.,1Password,windows,1password
433,Command + N,Create a new item.,1Password,macos,1password
434,Ctrl + Click,On the Add URL button in the edit Login dialog box display a list of running programs used in creating an application Login.,1Password,windows,1password
435,Command + M,Minimize window.,1Password,macos,1password
436,Command + W,Close window.,1Password,macos,1password
437,Tab /Shift+ Tab,Starting from a selected category in the sidebar the first Tab will change the focus to the search field and the second Tab will change the focus to the item list.,1Password,macos,1password
438,Command + },Next category (in the sidebar).,1Password,macos,1password
439,Command + {,Previous category (in the sidebar).,1Password,macos,1password
440,Ctrl + Option + Command + L,Lock 1Password.,1Password,macos,1password
441,Ctrl + C,Copy the selected item to the clipboard,1Password,windows,1password
442,Option + Command + \,Show 1Password mini.,1Password,macos,1password
443,Command + \,Fill Login on current web page(Works in browsers with the browser extension installed.),1Password,macos,1password
444,Ctrl + Shift + C,Copy the username password or one-time password of the selected item to the clipboard.,1Password,windows,1password
445,Ctrl + Shift + Tab,Select the previous category in the sidebar.,1Password,windows,1password
446,Alt + 6,View Password items.,1Password,windows,1password
447,Ctrl + . / Esc,Cancel editing of the current item.,1Password,windows,1password
448,Alt + 5,View Identity items.,1Password,windows,1password
449,Alt + 4,View Credit Card items.,1Password,windows,1password
450,Alt + 3,View Login items.,1Password,windows,1password
451,Alt + 2,View all your items.,1Password,windows,1password
452,Alt + 1,View your favorite items.,1Password,windows,1password
453,Alt + 0  (Zero),Show vaults.,1Password,windows,1password
454,Ctrl + Enter,Unlock using Secure Desktop when 1Password is locked.,1Password,windows,1password
455,Ctrl + \,Auto+type the username and password (with an intervening Tab) into the program in the foreground if that program is associated with the Login in the main 1Password program as described above,1Password,windows,1password
456,Arrow Keys,Navigate the extension menu.,1Password,windows,1password
457,Ctrl + Alt + \,Invoke the 1Password extension to display the full menu,1Password,windows,1password
458,Ctrl + 2..9,Switch vaults,1Password,windows,1password
459,Alt + Down Arrow,In the search field display the list of defined tags.,1Password,windows,1password
460,Enter,Shift focus from folders or categories area to list area.,1Password,windows,1password
461,Ctrl + S,Save any changes to the item being edited.,1Password,windows,1password
462,Ctrl + E,Edit the selected item.,1Password,windows,1password
463,Ctrl + R,Get a quick peek at an obfuscated password.,1Password,windows,1password
464,Ctrl + B,Copy the value in the username field of the selected Login item.,1Password,windows,1password
465,Ctrl + O,Open existing item,1Password,windows,1password
466,Alt,If View Conceal Passwords is enabled pressing the Option key will temporarily reveal the password.,1Password,windows,1password
467,Ctrl + D,Duplicate currently selected item.,1Password,windows,1password
468,Shift + Ctrl + C,Copy the password of the currently selected item.,1Password,windows,1password
469,Ctrl + Command + P,Toggle View > Conceal Passwords.,1Password,macos,1password
470,Option + Command + Return (with Login item selected),Go & Fill will open the selected site in your web browser and fill the login form.,1Password,macos,1password
471,S,Delete line at cursor and substitute text (same as cc),Vim,linux,vim
472,O,Move to other corner of block,Vim,linux,vim
473,~,Switch case,Vim,linux,vim
474,cc,Change (replace) an entire line,Vim,linux,vim
475,y$,Yank to end of line,Vim,linux,vim
476,A,Append at the end of the line,Vim,linux,vim
477,yw,Yank word,Vim,linux,vim
478,$,End of line,Vim,linux,vim
479,:sp filename,Open a file in a new buffer and split window,Vim,linux,vim
480,:wq,Write (save) and quit,Vim,linux,vim
481,b,Jump backward by words (punctuation considered words),Vim,linux,vim
482,w,Jump by start of words,Vim,linux,vim
483,h,Move left,Vim,linux,vim
484,Ctrl + wv,Split windows vertically,Vim,linux,vim
485,:q!,Quit and throw away changes,Vim,linux,vim
486,o,Move to other end of marked area,Vim,linux,vim
487,a,Append after the cursor,Vim,linux,vim
488,dw,Delete (cut) the current word,Vim,linux,vim
489,c$,Change (replace) to the end of line,Vim,linux,vim
490,cw,Change (replace) to the end of word,Vim,linux,vim
491,d,Delete marked text,Vim,linux,vim
492,^,First non-blank character of line,Vim,linux,vim
493,?patten,Search backward for pattern,Vim,linux,vim
494,E,Jump to end of words (no punctuation),Vim,linux,vim
495,ea,Append at end word,Vim,linux,vim
496,Esc,Exit visual mode,Vim,linux,vim
497,i,Start insert mode at cursor,Vim,linux,vim
498,:%s/old/new/gc,Replace all old with new throughout file with confirmations,Vim,linux,vim
499,.,Repeat last command,Vim,linux,vim
500,Ctrl + ww,Switch between windows,Vim,linux,vim
501,:%s/old/new/g,Replace all old with new throughout file,Vim,linux,vim
502,N,Repeat search in opposite direction,Vim,linux,vim
503,xp,Transpose two letters (delete and paste technically),Vim,linux,vim
504,v,Start visual mode mark lines then do command (such as y-yank),Vim,linux,vim
505,e,Jump to end of words,Vim,linux,vim
506,s,Delete character at cursor and subsitute text,Vim,linux,vim
507,:bprev,Go to previous buffer,Vim,linux,vim
508,k,Move up,Vim,linux,vim
509,n,Repeat search in same direction,Vim,linux,vim
510,/pattern,Search for pattern,Vim,linux,vim
511,P,Put (paste) before cursor,Vim,linux,vim
512,ib,Inner () block,Vim,linux,vim
513,dd,Delete (cut) a line,Vim,linux,vim
514,<,Shift left,Vim,linux,vim
515,I,Insert at the beginning of the line,Vim,linux,vim
516,V,Start Linewise visual mode,Vim,linux,vim
517,ab,A () block (with braces),Vim,linux,vim
518,B,Jump backward by words (no punctuation),Vim,linux,vim
519,u,Undo,Vim,linux,vim
520,W,Jump by words,Vim,linux,vim
521,2yy,Yank 2 lines,Vim,linux,vim
522,J,Join line below to the current one,Vim,linux,vim
523,l,Move right,Vim,linux,vim
524,Ctrl + ws,Split windows,Vim,linux,vim
525,:bd,Delete a buffer (close a file),Vim,linux,vim
526,r,Replace a single character (does not use insert mode),Vim,linux,vim
527,G,Go To command (prefix with number),Vim,linux,vim
528,0,Start of line,Vim,linux,vim
529,:bnext,Go to next buffer,Vim,linux,vim
530,Ctrl + wq,Quit a window,Vim,linux,vim
531,:e filename,Edit a file in a new buffer,Vim,linux,vim
532,j,Move down,Vim,linux,vim
533,>,Shift right,Vim,linux,vim
534,x,Delete (cut) current character,Vim,linux,vim
535,Ctrl + v,Start visual block mode,Vim,linux,vim
536,yy,Yank (copy) a line,Vim,linux,vim
537,y,yank (copy)marked text,Vim,linux,vim
538,aB,A {} block (with brackets),Vim,linux,vim
539,aw,Mark a word,Vim,linux,vim
540,:w,Write (save) the file but don't exit,Vim,linux,vim
541,:q,Quit (fails if anything has changed),Vim,linux,vim
542,p,Put (paste) the clipboard after cursor,Vim,linux,vim
543,Ctrl + Option + Command + N,New audio recording,QuickTime Player,macos,quicktime_player
544,Ctrl + Command + N,New screen recording,QuickTime Player,macos,quicktime_player
545,Option + Command + N,New movie recording,QuickTime Player,macos,quicktime_player
546,Option + Arrow Left,Go to the beginning of a movie,QuickTime Player,macos,quicktime_player
547,Option + Arrow Right,Go to the end of a movie,QuickTime Player,macos,quicktime_player
548,Option + Command + T,Show closed captioning,QuickTime Player,macos,quicktime_player
549,Option + Arrow Up,Turn the volume up to the maximum level,QuickTime Player,macos,quicktime_player
550,Option + Arrow Down,Turn the volume down to the minimum level,QuickTime Player,macos,quicktime_player
551,Command + L,Loop the movie,QuickTime Player,macos,quicktime_player
552,Arrow Up,Turn volume up,QuickTime Player,macos,quicktime_player
553,Arrow Down,Turn volume down,QuickTime Player,macos,quicktime_player
554,Command + W,Close window,QuickTime Player,macos,quicktime_player
555,Command + Enter,Play or pause all movies,QuickTime Player,macos,quicktime_player
556,Shift + Command + S,Save/ Export,QuickTime Player,macos,quicktime_player
557,Space,Play or pause,QuickTime Player,macos,quicktime_player
558,Option + Command + P,Show export Progress,QuickTime Player,macos,quicktime_player
559,Command + M,Minimize window,QuickTime Player,macos,quicktime_player
560,Arrow Right,Stop playback and go forward one frame,QuickTime Player,macos,quicktime_player
561,Arrow Left,Stop playback and go back one frame,QuickTime Player,macos,quicktime_player
562,Command + U,Open location using a URL,QuickTime Player,macos,quicktime_player
563,Command + O,Open file,QuickTime Player,macos,quicktime_player
564,Command + Arrow Left,Cycle through rewind speeds,QuickTime Player,macos,quicktime_player
565,Command + R,Show chapters,QuickTime Player,macos,quicktime_player
566,Command + I,Show Movie Inspector,QuickTime Player,macos,quicktime_player
567,Shift + Command + E,Export for the web,QuickTime Player,macos,quicktime_player
568,Command + Arrow Right,Cycle through fast forward speeds,QuickTime Player,macos,quicktime_player
569,Shift + Command + R,Rotate right,QuickTime Player,macos,quicktime_player
570,Shift + Command + A,Select all excluding silent portions,QuickTime Player,macos,quicktime_player
571,Command + Z,Undo,QuickTime Player,macos,quicktime_player
572,Command + F,Enter Full screen mode,QuickTime Player,macos,quicktime_player
573,Command + T,Trim,QuickTime Player,macos,quicktime_player
574,Command + 4,Fill the screen with the movie,QuickTime Player,macos,quicktime_player
575,Command + 3,Fit the movie to the screen,QuickTime Player,macos,quicktime_player
576,Command + 1,Display movie at actual size,QuickTime Player,macos,quicktime_player
577,Shift + Command + V,Flip vertical,QuickTime Player,macos,quicktime_player
578,Command + Y,Split clip,QuickTime Player,macos,quicktime_player
579,Shift + Command + H,Flip horizontal,QuickTime Player,macos,quicktime_player
580,Shift + Command + L,Rotate left,QuickTime Player,macos,quicktime_player
581,Command + A,Select all,QuickTime Player,macos,quicktime_player
582,Command + C,Copy,QuickTime Player,macos,quicktime_player
583,Shift + Command + Z,Redo,QuickTime Player,macos,quicktime_player
584,Command + 5,Display the movie in panoramic mode,QuickTime Player,macos,quicktime_player
585,Command + -,Decrease the movie size,QuickTime Player,macos,quicktime_player
586,Command + +,Increase the movie size,QuickTime Player,macos,quicktime_player
587,Command + V,Paste,QuickTime Player,macos,quicktime_player
588,Command + X,Cut,QuickTime Player,macos,quicktime_player
589,Command + F / Esc,Exit Full screen mode,QuickTime Player,macos,quicktime_player
590,Shift + Tab,Select previous cell,Apple Numbers,macos,apple_numbers
591,Double Click cell,Open formula editor to edit a formula,Apple Numbers,macos,apple_numbers
592,Option + Tab,Insert a tab when editing cell,Apple Numbers,macos,apple_numbers
593,Command + Z,Undo,TextMate 2,macos,textmate_2
594,Command + Shift + Z,Redo,TextMate 2,macos,textmate_2
595,Command + P,Print,TextMate 2,macos,textmate_2
596,Command + ?,Help,TextMate 2,macos,textmate_2
597,Command + Ctrl + R,Reveal in Project,TextMate 2,macos,textmate_2
598,Command + Shift + Ctrl + S,Save Project As,TextMate 2,macos,textmate_2
599,Command + Ctrl + S,Save Project,TextMate 2,macos,textmate_2
600,Command + Option + S,Save All,TextMate 2,macos,textmate_2
601,Command + Shift + S,Save As,TextMate 2,macos,textmate_2
602,Command + S,Save,TextMate 2,macos,textmate_2
603,Command + O,Open,TextMate 2,macos,textmate_2
604,Command + Ctrl + N,New Project,TextMate 2,macos,textmate_2
605,Command + N,New,TextMate 2,macos,textmate_2
